experiment,stealth_pre_attack_accuracy,stealth_pre_attack_round_single,stealth_pre_attack_accuracy_avg5,stealth_attack_phase_avg_accuracy,stealth_attack_phase_min_accuracy,stealth_attack_phase_max_accuracy,stealth_max_accuracy_drop,stealth_max_accuracy_drop_single,stealth_max_accuracy_drop_avg5,stealth_max_drop_round,stealth_avg_accuracy_drop,stealth_avg_accuracy_drop_single,stealth_avg_accuracy_drop_avg5,stealth_accuracy_variance,stealth_attack_phase_rounds,stealth_is_stealthy,durability_peak_backdoor_accuracy,durability_final_backdoor_accuracy,durability_attack_start,durability_attack_end,durability_lifespan_50,durability_lifespan_40,durability_lifespan_30,durability_lifespan_25,durability_stab_threshold_50,durability_stab_threshold_40,durability_stab_threshold_30,durability_stab_threshold_25,durability_stab_threshold_20,durability_stab_volatility_10,durability_stab_volatility_05,durability_stab_volatility_03,durability_post_attack_volatility,durability_impact_rounds_above_50,durability_impact_rounds_above_40,durability_impact_rounds_above_30,durability_impact_rounds_above_25,durability_post_attack_rounds,durability_post_attack_avg_ba,durability_post_attack_min_ba,durability_post_attack_max_ba,durability_stab_window,durability_stab_tolerance
EX_SET4_F(1)_20260328_194724,0.7947368421052632,49,0.7936842105263158,0.758133971291866,0.7157894736842105,0.7921052631578948,0.07894736842105265,0.07894736842105265,0.07789473684210524,52,0.036602870813397144,0.036602870813397144,0.03555023923444973,0.031102870721390948,11,False,0.5421686746987951,0.20481927710843373,50,60,0,0,4,13,20,20,65,92,-1,60,298,-1,0.0685299969724314,5,22,138,333,939,0.22629816390161284,0.024096385542168676,0.5421686746987951,20,0.8
EX_SET4_F(2)_20260328_204017,0.8157894736842105,49,0.7794736842105262,0.7397129186602869,0.618421052631579,0.8026315789473685,0.19736842105263153,0.19736842105263153,0.16105263157894723,57,0.07607655502392341,0.07607655502392341,0.04650717703349275,0.0645510228462033,11,False,0.8313253012048193,0.21686746987951808,50,60,0,0,0,11,20,20,24,70,-1,95,463,-1,0.07470018228125853,6,30,166,355,939,0.2280816556962675,0.024096385542168676,0.5662650602409639,20,0.8
EX_SET4_F(3)_20260328_213330,0.7657894736842106,49,0.8026315789473685,0.7516746411483252,0.5973684210526315,0.8184210526315789,0.16842105263157903,0.16842105263157903,0.20526315789473693,53,0.030143540669856483,0.030143540669856483,0.0523923444976077,0.0635434800785143,11,False,0.8795180722891566,0.2289156626506024,50,60,0,0,6,6,20,20,21,123,358,21,381,-1,0.07641093711514363,5,27,132,253,939,0.20927159115696012,0.024096385542168676,0.5301204819277109,20,0.8
EX_SET4_F(4)_20260328_222806,0.6868421052631579,49,0.7852631578947369,0.7504784688995215,0.5947368421052631,0.8105263157894737,0.0921052631578948,0.0921052631578948,0.19052631578947377,58,0.0083732057416268,0.0083732057416268,0.04086124401913878,0.06058141864521443,11,False,0.8192771084337349,0.3493975903614458,50,60,0,0,0,0,20,20,20,58,651,92,380,-1,0.06978182651816543,5,23,136,304,939,0.2222051143872615,0.012048192771084338,0.5180722891566265,20,0.8
EX_SET4_F(5)_20260328_232345,0.7868421052631579,49,0.8031578947368422,0.731578947368421,0.6131578947368421,0.7921052631578948,0.17368421052631577,0.17368421052631577,0.19000000000000006,55,0.05598086124401915,0.05598086124401915,0.07157894736842113,0.05904362441862402,11,False,0.8313253012048193,0.20481927710843373,50,60,0,0,11,11,20,20,55,116,-1,50,470,-1,0.07219335349059659,8,33,182,353,939,0.23515146849378343,0.012048192771084338,0.5060240963855421,20,0.8
EX_SET4_G(1)_20260329_002037,0.7473684210526316,49,0.7884210526315789,0.7337320574162679,0.5894736842105263,0.7973684210526316,0.1578947368421053,0.1578947368421053,0.19894736842105265,58,0.02822966507177033,0.02822966507177033,0.05550239234449759,0.05946225066877153,11,False,0.8795180722891566,0.2289156626506024,50,60,0,0,1,1,20,20,20,659,-1,35,445,-1,0.06698362586888326,6,21,197,419,939,0.2415027522229493,0.04819277108433735,0.4819277108433735,20,0.8
EX_SET4_G(2)_20260329_011903,0.7947368421052632,49,0.7815789473684209,0.7406698564593301,0.5763157894736842,0.8131578947368421,0.21842105263157896,0.21842105263157896,0.2052631578947367,59,0.05693779904306222,0.05693779904306222,0.048086124401913795,0.07268460722826722,11,False,0.9156626506024096,0.13253012048192772,50,60,0,0,0,0,20,20,36,42,379,44,161,771,0.07010767284292194,6,28,106,206,939,0.20367732912480593,0.024096385542168676,0.5421686746987951,20,0.8
EX_SET4_G(3)_20260329_021622,0.718421052631579,49,0.771578947368421,0.7282296650717703,0.618421052631579,0.8,0.09999999999999998,0.09999999999999998,0.15315789473684205,59,0.015311004784689003,0.015311004784689003,0.04660287081339711,0.05224981158219827,11,False,0.8072289156626506,0.30120481927710846,50,60,0,2,13,13,20,22,101,115,-1,65,459,-1,0.07304476405111796,8,37,208,449,939,0.24419723622926212,0.03614457831325301,0.5060240963855421,20,0.8
EX_SET4_G(4)_20260329_031335,0.7736842105263158,49,0.8094736842105263,0.7552631578947367,0.6263157894736842,0.8184210526315789,0.1473684210526316,0.1473684210526316,0.1831578947368422,59,0.03014354066985643,0.03014354066985643,0.05502392344497609,0.057798963845441455,11,False,0.7831325301204819,0.12048192771084337,50,60,0,0,7,12,20,20,23,23,-1,74,363,-1,0.07087203675282797,5,26,138,302,939,0.2217047102146606,0.04819277108433735,0.5421686746987951,20,0.8
EX_SET4_G(5)_20260329_041049,0.7894736842105263,49,0.7905263157894737,0.7464114832535885,0.6921052631578948,0.8052631578947368,0.09736842105263155,0.09736842105263155,0.09842105263157896,59,0.04449760765550241,0.04449760765550241,0.04545454545454552,0.03608762664372139,11,False,0.6626506024096386,0.24096385542168675,50,60,0,0,0,0,20,20,20,56,-1,53,261,-1,0.0719081958047075,5,24,201,420,939,0.23755084234702387,0.024096385542168676,0.4578313253012048,20,0.8
EX_SET4_H(1)_20260329_124542,0.7447368421052631,49,0.783157894736842,0.7382775119617225,0.6605263157894737,0.7973684210526316,0.0842105263157894,0.0842105263157894,0.12263157894736831,59,0.022248803827751185,0.022248803827751185,0.04626794258373199,0.04612946427380077,11,False,0.7951807228915663,0.24096385542168675,50,60,0,0,0,11,20,20,93,153,-1,20,314,-1,0.07569394009526799,8,39,196,380,939,0.23770481286167033,0.07228915662650602,0.5662650602409639,20,0.8
EX_SET4_H(2)_20260329_134038,0.8289473684210527,49,0.7994736842105263,0.7210526315789475,0.6342105263157894,0.8157894736842105,0.1947368421052632,0.1947368421052632,0.1652631578947369,55,0.10789473684210528,0.10789473684210528,0.07990430622009571,0.057160414793724,11,False,0.7469879518072289,0.18072289156626506,50,60,0,0,0,0,20,20,27,178,182,49,244,-1,0.06973286003224394,9,22,98,210,939,0.20022582342148146,0.03614457831325301,0.5542168674698795,20,0.8
EX_SET4_H(3)_20260329_143625,0.7973684210526316,49,0.77,0.7648325358851675,0.6131578947368421,0.8105263157894737,0.1842105263157895,0.1842105263157895,0.1568421052631579,57,0.0356459330143541,0.0356459330143541,0.02220095693779905,0.05878823359282872,11,False,0.8554216867469879,0.1927710843373494,50,60,0,0,3,10,20,20,42,124,-1,45,537,-1,0.07119491217166102,5,17,158,340,939,0.22650345792114143,0.04819277108433735,0.5421686746987951,20,0.8
EX_SET4_H(4)_20260329_153122,0.7842105263157895,49,0.7863157894736842,0.7000000000000001,0.5763157894736842,0.8078947368421052,0.20789473684210524,0.20789473684210524,0.20999999999999996,59,0.08779904306220095,0.08779904306220095,0.08933014354066983,0.08713666153768755,11,False,0.9156626506024096,0.2289156626506024,50,60,0,0,0,0,20,20,21,84,259,130,407,-1,0.07366853140985508,10,27,134,263,939,0.21445526515005708,0.012048192771084338,0.6024096385542169,20,0.8
EX_SET4_H(5)_20260329_162637,0.7736842105263158,49,0.7694736842105263,0.7574162679425839,0.6552631578947369,0.8026315789473685,0.11842105263157887,0.11842105263157887,0.11421052631578943,56,0.023684210526315773,0.023684210526315773,0.02167464114832535,0.045303198046173054,11,False,0.6746987951807228,0.1566265060240964,50,60,0,1,4,8,20,20,31,60,504,36,137,-1,0.06122918869201154,3,15,94,207,939,0.2082579519355377,0.060240963855421686,0.46987951807228917,20,0.8
EX_SET4_Z(1)_20260327_112514,0.7684210526315789,49,0.7921052631578946,0.7602870813397128,0.65,0.8078947368421052,0.11842105263157887,0.11842105263157887,0.14210526315789462,52,0.020813397129186565,0.020813397129186565,0.03588516746411476,0.04635546365127689,11,False,0.7349397590361446,0.25301204819277107,50,60,0,0,0,0,20,20,96,382,885,30,252,-1,0.07196819142263342,5,30,155,351,939,0.2299934562531275,0.024096385542168676,0.5542168674698795,20,0.8
EX_SET4_Z(2)_20260327_131621,0.8078947368421052,49,0.7921052631578946,0.7693779904306219,0.7157894736842105,0.8131578947368421,0.09210526315789469,0.09210526315789469,0.07631578947368411,51,0.03923444976076552,0.03923444976076552,0.027511961722487974,0.03306320496470967,11,False,0.5301204819277109,0.2289156626506024,50,60,0,0,0,0,20,20,20,20,723,20,303,-1,0.0654248504798736,2,16,87,231,939,0.20483210798465426,0.024096385542168676,0.46987951807228917,20,0.8
EX_SET4_Z(3)_20260327_151925,0.7947368421052632,49,0.7773684210526316,0.7665071770334927,0.7105263157894737,0.8026315789473685,0.08421052631578951,0.08421052631578951,0.06684210526315792,58,0.028947368421052663,0.028947368421052663,0.01684210526315791,0.0288536979461466,11,False,0.5542168674698795,0.2289156626506024,50,60,0,0,0,0,20,20,65,118,-1,67,409,-1,0.07453599235333824,5,24,181,359,939,0.2289413244030435,0.07228915662650602,0.6506024096385542,20,0.8
EX_SET4_Z(4)_20260327_173254,0.7657894736842106,49,0.7684210526315789,0.7763157894736842,0.7236842105263158,0.8131578947368421,0.04210526315789476,0.04210526315789476,0.044736842105263075,57,0.0064593301435406794,0.0064593301435406794,0.0071770334928229484,0.02605130246476754,11,True,0.5060240963855421,0.25301204819277107,50,60,0,1,6,11,20,20,41,313,607,31,474,-1,0.06961770713849211,5,23,141,356,939,0.23254680062101443,0.012048192771084338,0.5421686746987951,20,0.8
EX_SET4_Z(5)_20260328_142217,0.8026315789473685,49,0.7921052631578948,0.7889952153110048,0.6894736842105263,0.8368421052631579,0.11315789473684212,0.11315789473684212,0.10263157894736841,53,0.02392344497607658,0.02392344497607658,0.019138755980861254,0.04621127834507038,11,False,0.6265060240963856,0.24096385542168675,50,60,0,0,0,0,20,20,22,157,-1,74,320,-1,0.0670485782262344,1,14,196,439,939,0.24125896557475912,0.0,0.4578313253012048,20,0.8
